City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI
Quincy,MA,norfolk,2021-10-15,42.3,-71.0,2021,10,15,12,Fall,52.0
Woodstock,GA,cherokee,2021-10-15,34.1,-84.4,2021,10,15,4,Fall,
Spring Lake,MI,ottawa,2021-10-15,43.1,-86.2,2021,10,15,4,Fall,46.0
Grant,MI,newaygo,2021-10-15,43.3,-85.9,2021,10,15,1,Fall,
Atlanta,GA,fulton,2021-10-15,33.9,-84.3,2021,10,15,29,Fall,63.0
Atlanta,GA,fulton,2021-10-15,33.9,-84.2,2021,10,15,29,Fall,63.0
Tempe,AZ,maricopa,2021-10-15,33.4,-111.9,2021,10,15,12,Fall,187.0
Hawley,PA,pike,2021-10-15,41.4,-75.2,2021,10,15,20,Fall,
Arden,NC,buncombe,2021-10-15,35.5,-82.6,2021,10,15,4,Fall,39.0
Lancaster,PA,lancaster,2021-10-15,40.0,-76.3,2021,10,15,21,Fall,72.0
Woodstock,GA,cherokee,2021-10-15,34.2,-84.4,2021,10,15,30,Fall,
Harrisville,MI,alcona,2021-10-15,44.7,-83.3,2021,10,15,1,Fall,
Dallas,TX,dallas,2021-10-15,32.8,-96.8,2021,10,15,138,Fall,36.0
Dallas,TX,dallas,2021-10-15,32.9,-96.7,2021,10,15,92,Fall,36.0
Kennesaw,GA,cobb,2021-10-15,34.1,-84.6,2021,10,15,8,Fall,32.0
Georgetown,TX,williamson,2021-10-15,30.6,-97.7,2021,10,15,4,Fall,
Pennsburg,PA,montgomery,2021-10-15,40.4,-75.5,2021,10,15,2,Fall,56.0
Old Bridge,NJ,middlesex,2021-10-15,40.4,-74.3,2021,10,15,1,Fall,53.0
Dallas,TX,collin,2021-10-15,32.8,-96.8,2021,10,15,12,Fall,35.0
The Colony,TX,denton,2021-10-15,33.1,-96.9,2021,10,15,12,Fall,38.0
Kansas City,MO,jackson,2021-10-15,39.0,-94.5,2021,10,15,13,Fall,31.0
Winston Salem,NC,forsyth,2021-10-15,36.1,-80.3,2021,10,15,88,Fall,68.0
Redondo Beach,CA,los angeles,2021-10-15,33.9,-118.4,2021,10,15,2,Fall,66.0
Redondo Beach,CA,los angeles,2021-10-15,33.8,-118.4,2021,10,15,1,Fall,66.0
Goldsboro,NC,wayne,2021-10-15,35.4,-78.0,2021,10,15,6,Fall,
Washington,DC,""" d.c.",2021-10-15,38.9,-77.0,2021,10,15,227,Fall,
Bassett,VA,henry,2021-10-15,36.8,-80.0,2021,10,15,5,Fall,
Dallas,TX,collin,2021-10-15,32.8,-96.7,2021,10,15,4,Fall,35.0
Westhampton Beach,NY,suffolk,2021-10-15,40.8,-72.6,2021,10,15,7,Fall,47.0
Plano,TX,collin,2021-10-15,33.1,-96.7,2021,10,15,24,Fall,35.0
Black Mountain,NC,buncombe,2021-10-15,35.6,-82.3,2021,10,15,14,Fall,39.0
Asbury Park,NJ,monmouth,2021-10-15,40.2,-74.0,2021,10,15,24,Fall,45.0
Ball Ground,GA,cherokee,2021-10-15,34.4,-84.3,2021,10,15,30,Fall,
Fort Worth,TX,tarrant,2021-10-15,32.7,-97.4,2021,10,15,700,Fall,36.0
Interlachen,FL,putnam,2021-10-15,29.6,-81.9,2021,10,15,1,Fall,16.0
Aurora,CO,adams,2021-10-15,39.7,-104.8,2021,10,15,5,Fall,42.0
Washington Crossing,PA,bucks,2021-10-15,40.3,-74.9,2021,10,15,9,Fall,47.0
Schertz,TX,guadalupe,2021-10-15,29.6,-98.3,2021,10,15,3,Fall,
Dallas,TX,collin,2021-10-15,32.9,-96.8,2021,10,15,10,Fall,35.0
Fort Bragg,NC,cumberland,2021-10-15,35.1,-79.0,2021,10,15,3,Fall,44.0
Aurora,CO,arapahoe,2021-10-15,39.7,-104.8,2021,10,15,4,Fall,42.0
Dallas,TX,collin,2021-10-15,32.9,-96.7,2021,10,15,8,Fall,35.0
Decatur,GA,dekalb,2021-10-16,33.8,-84.3,2021,10,16,12,Fall,43.0
Peoria,AZ,maricopa,2021-10-16,33.7,-112.3,2021,10,16,2,Fall,203.0
Savannah,GA,chatham,2021-10-16,32.0,-80.9,2021,10,16,10,Fall,54.0
Havertown,PA,delaware,2021-10-16,40.0,-75.3,2021,10,16,3,Fall,56.0
Perth Amboy,NJ,middlesex,2021-10-16,40.5,-74.3,2021,10,16,10,Fall,53.0
Charlottesville,VA,albemarle,2021-10-16,38.0,-78.5,2021,10,16,16,Fall,44.0
Hartford,WI,washington,2021-10-16,43.3,-88.4,2021,10,16,1,Fall,
Madison,IN,jefferson,2021-10-16,38.7,-85.5,2021,10,16,5,Fall,
Los Gatos,CA,santa cruz,2021-10-16,37.2,-122.0,2021,10,16,1,Fall,50.0
Dallas,TX,collin,2021-10-16,32.8,-96.7,2021,10,16,6,Fall,38.0
Deepwater,MO,henry,2021-10-16,38.2,-93.8,2021,10,16,1,Fall,
Oklahoma City,OK,oklahoma,2021-10-16,35.6,-97.6,2021,10,16,17,Fall,42.0
Dallas,TX,collin,2021-10-16,32.9,-96.7,2021,10,16,2,Fall,38.0
Deep River,CT,middlesex,2021-10-16,41.4,-72.4,2021,10,16,2,Fall,
Cerro,NM,taos,2021-10-16,36.8,-105.7,2021,10,16,1,Fall,28.0
Aiken,SC,aiken,2021-10-16,33.5,-81.7,2021,10,16,3,Fall,35.0
Los Gatos,CA,santa clara,2021-10-16,37.2,-122.0,2021,10,16,2,Fall,74.0
Acworth,GA,cherokee,2021-10-16,34.1,-84.8,2021,10,16,1,Fall,
Acworth,GA,cobb,2021-10-16,34.1,-84.8,2021,10,16,2,Fall,32.0
Chapel Hill,NC,orange,2021-10-16,35.9,-79.0,2021,10,16,4,Fall,
North Haven,CT,new haven,2021-10-16,41.4,-72.9,2021,10,16,4,Fall,47.0
Chillicothe,OH,ross,2021-10-16,39.3,-83.1,2021,10,16,1,Fall,
Houston,TX,harris,2021-10-16,29.6,-95.5,2021,10,16,86,Fall,47.0
Winston Salem,NC,forsyth,2021-10-16,36.1,-80.3,2021,10,16,176,Fall,47.0
Pismo Beach,CA,san luis obispo,2021-10-16,35.1,-120.6,2021,10,16,2,Fall,58.0
Pismo Beach,CA,san luis obispo,2021-10-16,35.2,-120.7,2021,10,16,6,Fall,58.0
Media,PA,delaware,2021-10-16,39.9,-75.4,2021,10,16,0,Fall,56.0
Dallas,TX,dallas,2021-10-16,32.9,-96.7,2021,10,16,23,Fall,37.0
Austin,TX,travis,2021-10-16,30.3,-97.8,2021,10,16,215,Fall,42.0
Flowery Branch,GA,hall,2021-10-16,34.2,-83.9,2021,10,16,6,Fall,37.0
Shoreham,NY,suffolk,2021-10-16,41.0,-72.9,2021,10,16,1,Fall,47.0
O Fallon,MO,saint charles,2021-10-16,38.8,-90.7,2021,10,16,16,Fall,31.0
Pflugerville,TX,travis,2021-10-16,30.5,-97.6,2021,10,16,4,Fall,42.0
Tuckerton,NJ,ocean,2021-10-16,39.6,-74.3,2021,10,16,9,Fall,43.0
Grover Beach,CA,san luis obispo,2021-10-16,35.1,-120.6,2021,10,16,1,Fall,58.0
Austin,TX,williamson,2021-10-16,30.3,-97.8,2021,10,16,15,Fall,
Oklahoma City,OK,cleveland,2021-10-16,35.6,-97.6,2021,10,16,3,Fall,40.0
Dallas,TX,dallas,2021-10-16,32.8,-96.7,2021,10,16,69,Fall,37.0
Lusby,MD,calvert,2021-10-16,38.3,-76.4,2021,10,16,1,Fall,37.0
Belleville,NJ,essex,2021-10-16,40.8,-74.2,2021,10,16,1,Fall,51.0
Charlottesville,VA,charlottesville city,2021-10-16,38.0,-78.5,2021,10,16,36,Fall,
Simpsonville,SC,greenville,2021-10-16,34.7,-82.3,2021,10,16,3,Fall,47.0
Tucson,AZ,pima,2021-10-16,32.4,-111.0,2021,10,16,38,Fall,55.0
Pittsburg,KS,crawford,2021-10-16,37.4,-94.7,2021,10,16,3,Fall,
Atlanta,GA,cobb,2021-10-16,33.9,-84.3,2021,10,16,8,Fall,32.0
Hackensack,NJ,bergen,2021-10-16,40.9,-74.0,2021,10,16,2,Fall,44.0
Tulsa,OK,creek,2021-10-16,36.1,-95.9,2021,10,16,1,Fall,36.0
Taylorville,IL,christian,2021-10-16,39.5,-89.2,2021,10,16,18,Fall,
Quakertown,PA,bucks,2021-10-16,40.5,-75.4,2021,10,16,1,Fall,44.0
Mason,TX,mason,2021-10-16,30.9,-99.4,2021,10,16,154,Fall,
Buchanan,TN,henry,2021-10-16,36.4,-88.1,2021,10,16,1,Fall,
Mason,TX,mason,2021-10-16,30.7,-99.1,2021,10,16,112,Fall,
Tupelo,MS,lee,2021-10-16,34.2,-88.7,2021,10,16,10,Fall,34.0
Austin,TX,hays,2021-10-16,30.3,-97.8,2021,10,16,5,Fall,
Frost,TX,navarro,2021-10-16,32.1,-96.8,2021,10,16,2,Fall,40.0
Palmer,MA,hampden,2021-10-16,42.2,-72.3,2021,10,16,1,Fall,44.0
Memphis,TN,shelby,2021-10-16,35.0,-89.8,2021,10,16,21,Fall,34.0
Annapolis,MD,anne arundel,2021-10-16,38.9,-76.5,2021,10,16,10,Fall,28.0
Langhorne,PA,bucks,2021-10-16,40.2,-74.9,2021,10,16,5,Fall,44.0
Landing,NJ,morris,2021-10-16,40.9,-74.7,2021,10,16,1,Fall,42.0
Oxnard,CA,ventura,2021-10-16,34.2,-119.1,2021,10,16,4,Fall,54.0
Arlington,TX,tarrant,2021-10-16,32.7,-97.1,2021,10,16,6,Fall,39.0
Brea,CA,orange,2021-10-16,33.9,-117.9,2021,10,16,1,Fall,51.0
Conyers,GA,rockdale,2021-10-16,33.6,-84.0,2021,10,16,2,Fall,32.0
Paducah,KY,mccracken,2021-10-16,37.1,-88.7,2021,10,16,12,Fall,34.0
Coopersburg,PA,lehigh,2021-10-16,40.5,-75.4,2021,10,16,2,Fall,49.0
Reston,VA,fairfax,2021-10-16,38.9,-77.3,2021,10,16,4,Fall,51.0
Atlanta,GA,dekalb,2021-10-16,33.9,-84.3,2021,10,16,17,Fall,43.0
Swampscott,MA,essex,2021-10-16,42.5,-70.9,2021,10,16,2,Fall,39.0
Huntingdon,TN,carroll,2021-10-16,36.0,-88.4,2021,10,16,2,Fall,
Manchester,CT,hartford,2021-10-16,41.8,-72.5,2021,10,16,2,Fall,42.0
Ozark,AR,franklin,2021-10-16,35.4,-93.8,2021,10,16,1,Fall,
Atlanta,GA,fulton,2021-10-16,33.9,-84.3,2021,10,16,29,Fall,45.0
Georgetown,TX,williamson,2021-10-16,30.6,-97.7,2021,10,16,4,Fall,
Newton,NJ,sussex,2021-10-16,41.1,-74.8,2021,10,16,44,Fall,
Slatersville,RI,providence,2021-10-16,42.0,-71.6,2021,10,16,2,Fall,53.0
Mendham,NJ,morris,2021-10-16,40.8,-74.6,2021,10,16,12,Fall,42.0
Stockton,CA,san joaquin,2021-10-16,38.0,-121.3,2021,10,16,7,Fall,73.0
Mocksville,NC,davie,2021-10-16,35.9,-80.5,2021,10,16,2,Fall,
Cape Charles,VA,northampton,2021-10-16,37.3,-76.0,2021,10,16,3,Fall,
Tulsa,OK,tulsa,2021-10-16,36.1,-95.9,2021,10,16,8,Fall,37.0
Athens,GA,clarke,2021-10-16,34.0,-83.4,2021,10,16,3,Fall,47.0
Plano,TX,collin,2021-10-16,33.0,-96.7,2021,10,16,12,Fall,38.0
Jenner,CA,sonoma,2021-10-16,38.6,-123.3,2021,10,16,2,Fall,77.0
Athens,GA,clarke,2021-10-16,33.9,-83.3,2021,10,16,3,Fall,47.0
Edwardsville,IL,madison,2021-10-16,38.8,-90.0,2021,10,16,12,Fall,44.0
Dublin,TX,erath,2021-10-16,32.1,-98.4,2021,10,16,4,Fall,
Hooksett,NH,merrimack,2021-10-16,43.1,-71.5,2021,10,16,4,Fall,
Houston,TX,fort bend,2021-10-16,29.6,-95.5,2021,10,16,2,Fall,
Ivesdale,IL,champaign,2021-10-16,39.9,-88.5,2021,10,16,1,Fall,31.0
Bloomingdale,NJ,passaic,2021-10-16,41.0,-74.3,2021,10,16,3,Fall,40.0
Goodyear,AZ,maricopa,2021-10-17,33.4,-112.4,2021,10,17,2,Fall,214.0
Breezy Point,NY,queens,2021-10-17,40.6,-73.9,2021,10,17,10,Fall,28.0
Mystic,CT,new london,2021-10-17,41.4,-72.0,2021,10,17,2,Fall,16.0
Winston Salem,NC,forsyth,2021-10-17,36.1,-80.3,2021,10,17,88,Fall,36.0
Grand Prairie,TX,dallas,2021-10-17,32.6,-97.0,2021,10,17,3,Fall,56.0
Hackensack,NJ,bergen,2021-10-17,40.9,-74.0,2021,10,17,4,Fall,26.0
San Simon,AZ,cochise,2021-10-17,31.9,-109.2,2021,10,17,4,Fall,40.0
Mathis,TX,san patricio,2021-10-17,28.1,-97.8,2021,10,17,7,Fall,
Desdemona,TX,eastland,2021-10-17,32.3,-98.6,2021,10,17,1,Fall,
Temple,TX,bell,2021-10-17,31.1,-97.3,2021,10,17,24,Fall,45.0
Quogue,NY,suffolk,2021-10-17,40.8,-72.6,2021,10,17,4,Fall,29.0
Hartley,IA,obrien,2021-10-17,43.1,-95.4,2021,10,17,6,Fall,
Holtsville,NY,suffolk,2021-10-17,40.8,-73.0,2021,10,17,2,Fall,29.0
Plattsburg,MO,clinton,2021-10-17,39.6,-94.4,2021,10,17,1,Fall,44.0
Ocean City,MD,worcester,2021-10-17,38.4,-75.1,2021,10,17,6,Fall,
Monticello,AR,drew,2021-10-17,33.6,-91.8,2021,10,17,11,Fall,
Springdale,AR,washington,2021-10-17,36.1,-94.1,2021,10,17,12,Fall,44.0
Montauk,NY,suffolk,2021-10-17,41.0,-72.0,2021,10,17,4,Fall,29.0
Lonoke,AR,lonoke,2021-10-17,34.8,-91.9,2021,10,17,250,Fall,
Edwardsville,IL,madison,2021-10-17,38.8,-90.0,2021,10,17,28,Fall,55.0
Wyoming,MI,kent,2021-10-17,42.9,-85.7,2021,10,17,2,Fall,34.0
Austin,TX,williamson,2021-10-17,30.3,-97.7,2021,10,17,300,Fall,
La Porte,IN,la porte,2021-10-17,41.6,-86.7,2021,10,17,2,Fall,
Port Orange,FL,volusia,2021-10-17,29.1,-81.1,2021,10,17,7,Fall,42.0
Marionville,MO,lawrence,2021-10-17,37.0,-93.6,2021,10,17,2,Fall,
Saint Joseph,MO,buchanan,2021-10-17,39.8,-94.8,2021,10,17,3,Fall,33.0
Groton,CT,new london,2021-10-17,41.3,-72.0,2021,10,17,33,Fall,16.0
Athens,GA,clarke,2021-10-17,33.9,-83.3,2021,10,17,3,Fall,35.0
Mequon,WI,ozaukee,2021-10-17,43.2,-87.9,2021,10,17,2,Fall,36.0
Gause,TX,milam,2021-10-17,30.7,-96.7,2021,10,17,1,Fall,
Broussard,LA,lafayette,2021-10-17,30.1,-92.0,2021,10,17,3,Fall,46.0
Grosse Pointe,MI,wayne,2021-10-17,42.4,-82.9,2021,10,17,6,Fall,36.0
Roslindale,MA,suffolk,2021-10-17,42.3,-71.1,2021,10,17,14,Fall,25.0
Lynn Center,IL,henry,2021-10-17,41.2,-90.3,2021,10,17,12,Fall,
Westerly,RI,washington,2021-10-17,41.3,-71.8,2021,10,17,12,Fall,0.0
Hot Springs National Park,AR,garland,2021-10-17,34.5,-93.1,2021,10,17,54,Fall,
Welaka,FL,putnam,2021-10-17,29.5,-81.7,2021,10,17,31,Fall,13.0
Dallas,TX,dallas,2021-10-17,32.8,-96.7,2021,10,17,138,Fall,56.0
Aiken,SC,aiken,2021-10-17,33.5,-81.7,2021,10,17,6,Fall,33.0
Dallas,TX,dallas,2021-10-17,32.9,-96.7,2021,10,17,46,Fall,56.0
San Antonio,TX,bexar,2021-10-17,29.4,-98.5,2021,10,17,128,Fall,48.0
Georgetown,TX,williamson,2021-10-17,30.6,-97.7,2021,10,17,12,Fall,
Minnetonka,MN,hennepin,2021-10-17,44.9,-93.5,2021,10,17,2,Fall,43.0
Poultney,VT,rutland,2021-10-17,43.5,-73.2,2021,10,17,5,Fall,29.0
Memphis,TN,shelby,2021-10-17,35.0,-89.8,2021,10,17,21,Fall,40.0
Iowa,LA,calcasieu,2021-10-17,30.2,-93.0,2021,10,17,1,Fall,50.0
Missoula,MT,missoula,2021-10-17,46.9,-114.0,2021,10,17,4,Fall,58.0
Dallas,TX,collin,2021-10-17,32.8,-96.7,2021,10,17,12,Fall,42.0
Sun Prairie,WI,dane,2021-10-17,43.1,-89.3,2021,10,17,4,Fall,35.0
Lusby,MD,calvert,2021-10-17,38.3,-76.4,2021,10,17,1,Fall,33.0
Dallas,TX,collin,2021-10-17,32.9,-96.7,2021,10,17,4,Fall,42.0
Montgomery,AL,montgomery,2021-10-17,32.4,-86.3,2021,10,17,25,Fall,38.0
Georgetown,TX,williamson,2021-10-17,30.7,-97.7,2021,10,17,20,Fall,
Cibolo,TX,guadalupe,2021-10-17,29.6,-98.2,2021,10,17,21,Fall,
Plainview,TX,hale,2021-10-17,34.2,-101.7,2021,10,17,3,Fall,
Midland,TX,midland,2021-10-17,32.0,-102.0,2021,10,17,2,Fall,
Augusta,GA,richmond,2021-10-17,33.5,-82.1,2021,10,17,12,Fall,31.0
Wichita,KS,sedgwick,2021-10-17,37.7,-97.5,2021,10,17,12,Fall,44.0
San Antonio,TX,comal,2021-10-17,29.4,-98.5,2021,10,17,12,Fall,
Corpus Christi,TX,nueces,2021-10-17,27.8,-97.4,2021,10,17,5,Fall,44.0
Wilmington,NC,new hanover,2021-10-17,34.1,-77.9,2021,10,17,7,Fall,33.0
Annapolis,MD,anne arundel,2021-10-17,38.9,-76.5,2021,10,17,10,Fall,26.0
Williamsburg,VA,williamsburg city,2021-10-17,37.2,-76.8,2021,10,17,3,Fall,
Champaign,IL,champaign,2021-10-17,40.1,-88.3,2021,10,17,1,Fall,36.0
Augusta,GA,columbia,2021-10-17,33.5,-82.1,2021,10,17,6,Fall,31.0
Madison,AL,limestone,2021-10-17,34.7,-86.7,2021,10,17,2,Fall,
Austin,MN,mower,2021-10-17,43.7,-93.0,2021,10,17,4,Fall,
Blanco,TX,blanco,2021-10-17,30.1,-98.4,2021,10,17,1,Fall,
Pismo Beach,CA,san luis obispo,2021-10-17,35.2,-120.7,2021,10,17,4,Fall,54.0
Laguna Beach,CA,orange,2021-10-17,33.5,-117.8,2021,10,17,50,Fall,61.0
Austin,TX,hays,2021-10-17,30.3,-97.7,2021,10,17,100,Fall,
Tupelo,MS,lee,2021-10-17,34.2,-88.7,2021,10,17,10,Fall,36.0
Fairfield,PA,adams,2021-10-17,39.8,-77.4,2021,10,17,4,Fall,34.0
Damascus,MD,montgomery,2021-10-17,39.3,-77.2,2021,10,17,3,Fall,31.0
Williamsburg,VA,james city,2021-10-17,37.2,-76.8,2021,10,17,3,Fall,
Madison,AL,madison,2021-10-17,34.7,-86.7,2021,10,17,4,Fall,38.0
Washington,DC,""" d.c.",2021-10-17,38.9,-77.0,2021,10,17,227,Fall,
Austin,TX,travis,2021-10-17,30.3,-97.7,2021,10,17,4300,Fall,43.0
Cedar Falls,IA,black hawk,2021-10-17,42.5,-92.4,2021,10,17,8,Fall,48.0
Celina,OH,mercer,2021-10-17,40.6,-84.5,2021,10,17,4,Fall,
Plano,TX,collin,2021-10-17,33.1,-96.7,2021,10,17,3,Fall,42.0
Topeka,KS,shawnee,2021-10-17,39.1,-95.7,2021,10,17,10,Fall,44.0
Piedmont,SC,greenville,2021-10-17,34.7,-82.5,2021,10,17,6,Fall,37.0
Danville,IL,vermilion,2021-10-17,40.2,-87.6,2021,10,17,3,Fall,
Plano,TX,collin,2021-10-17,33.0,-96.7,2021,10,17,12,Fall,42.0
Marietta,GA,cobb,2021-10-18,34.1,-84.5,2021,10,18,7,Fall,37.0
Clemson,SC,pickens,2021-10-18,34.7,-82.8,2021,10,18,28,Fall,
Omaha,NE,douglas,2021-10-18,41.2,-96.1,2021,10,18,19,Fall,46.0
Pismo Beach,CA,san luis obispo,2021-10-18,35.2,-120.7,2021,10,18,4,Fall,51.0
Austin,TX,hays,2021-10-18,30.3,-97.7,2021,10,18,2,Fall,
Dallas,TX,collin,2021-10-18,32.8,-96.8,2021,10,18,14,Fall,45.0
Dallas,TX,dallas,2021-10-18,32.9,-96.7,2021,10,18,69,Fall,53.0
Dallas,TX,collin,2021-10-18,32.8,-96.7,2021,10,18,14,Fall,45.0
Greenwood,MS,leflore,2021-10-18,33.5,-90.2,2021,10,18,8,Fall,
Bettendorf,IA,scott,2021-10-18,41.5,-90.5,2021,10,18,3,Fall,51.0
Schaumburg,IL,cook,2021-10-18,42.0,-88.1,2021,10,18,4,Fall,82.0
Glen Allen,VA,henrico,2021-10-18,37.7,-77.5,2021,10,18,4,Fall,36.0
Gretna,LA,jefferson,2021-10-18,29.9,-90.0,2021,10,18,4,Fall,39.0
Lusby,MD,calvert,2021-10-18,38.3,-76.4,2021,10,18,1,Fall,38.0
Oilville,VA,goochland,2021-10-18,37.7,-77.8,2021,10,18,1,Fall,
Marietta,GA,cobb,2021-10-18,34.0,-84.5,2021,10,18,28,Fall,37.0
Dallas,TX,dallas,2021-10-18,32.8,-96.7,2021,10,18,161,Fall,53.0
Cincinnati,OH,clermont,2021-10-18,39.1,-84.3,2021,10,18,15,Fall,35.0
Marble Falls,TX,burnet,2021-10-18,30.6,-98.2,2021,10,18,40,Fall,
Hillsborough,NC,orange,2021-10-18,36.1,-79.0,2021,10,18,3,Fall,
Manteo,NC,dare,2021-10-18,35.9,-75.7,2021,10,18,5,Fall,
Leander,TX,williamson,2021-10-18,30.6,-97.9,2021,10,18,30,Fall,
Lansdale,PA,montgomery,2021-10-18,40.2,-75.3,2021,10,18,2,Fall,30.0
Holland,MI,ottawa,2021-10-18,42.8,-86.2,2021,10,18,1,Fall,48.0
Memphis,TN,shelby,2021-10-18,35.0,-89.8,2021,10,18,42,Fall,45.0
Bryan,TX,brazos,2021-10-18,30.8,-96.3,2021,10,18,8,Fall,41.0
Johnson City,TN,washington,2021-10-18,36.4,-82.4,2021,10,18,6,Fall,
Champaign,IL,champaign,2021-10-18,40.1,-88.3,2021,10,18,1,Fall,41.0
Omaha,NE,sarpy,2021-10-18,41.2,-96.1,2021,10,18,4,Fall,31.0
Geraldine,AL,de kalb,2021-10-18,34.4,-86.0,2021,10,18,1,Fall,
Ivesdale,IL,champaign,2021-10-18,39.9,-88.5,2021,10,18,1,Fall,41.0
Minneapolis,MN,anoka,2021-10-18,44.9,-93.3,2021,10,18,12,Fall,42.0
Austin,TX,williamson,2021-10-18,30.4,-97.7,2021,10,18,3,Fall,
Hanover Park,IL,cook,2021-10-18,42.0,-88.1,2021,10,18,2,Fall,82.0
Austin,TX,williamson,2021-10-18,30.3,-97.7,2021,10,18,6,Fall,
Geneseo,IL,henry,2021-10-18,41.4,-90.2,2021,10,18,2,Fall,
Summerville,SC,dorchester,2021-10-18,33.1,-80.1,2021,10,18,5,Fall,
Athens,GA,clarke,2021-10-18,33.9,-83.3,2021,10,18,3,Fall,37.0
Empire,MI,leelanau,2021-10-18,44.9,-86.1,2021,10,18,1,Fall,
Germantown,WI,washington,2021-10-18,43.2,-88.1,2021,10,18,2,Fall,
Cherokee,TX,san saba,2021-10-18,31.0,-98.7,2021,10,18,1,Fall,
Jonesborough,TN,washington,2021-10-18,36.3,-82.6,2021,10,18,6,Fall,
Edwardsville,IL,madison,2021-10-18,38.8,-90.0,2021,10,18,12,Fall,58.0
Fairhope,AL,baldwin,2021-10-18,30.5,-87.9,2021,10,18,200,Fall,40.0
Greenville,SC,greenville,2021-10-18,34.9,-82.4,2021,10,18,7,Fall,39.0
Peoria,AZ,maricopa,2021-10-18,33.7,-112.3,2021,10,18,1,Fall,187.0
Hobart,IN,lake,2021-10-18,41.5,-87.2,2021,10,18,2,Fall,51.0
Carrollton,TX,denton,2021-10-18,33.0,-96.9,2021,10,18,16,Fall,50.0
Peoria,AZ,maricopa,2021-10-18,33.6,-112.2,2021,10,18,2,Fall,187.0
Lewes,DE,sussex,2021-10-18,38.8,-75.1,2021,10,18,4,Fall,35.0
Dallas,TX,dallas,2021-10-18,32.9,-96.8,2021,10,18,69,Fall,53.0
Cedar Lake,IN,lake,2021-10-18,41.4,-87.5,2021,10,18,1,Fall,51.0
Dallas,TX,collin,2021-10-18,32.9,-96.7,2021,10,18,6,Fall,45.0
Dallas,TX,collin,2021-10-18,32.9,-96.8,2021,10,18,6,Fall,45.0
Tupelo,MS,lee,2021-10-18,34.2,-88.7,2021,10,18,55,Fall,38.0
Austin,TX,hays,2021-10-18,30.4,-97.7,2021,10,18,1,Fall,
New Paltz,NY,ulster,2021-10-18,41.7,-74.1,2021,10,18,1,Fall,
Lexington,OK,cleveland,2021-10-18,35.1,-97.2,2021,10,18,15,Fall,50.0
Springfield,MO,greene,2021-10-18,37.2,-93.3,2021,10,18,6,Fall,42.0
Apex,NC,wake,2021-10-18,35.7,-78.8,2021,10,18,1,Fall,40.0
Temple,TX,bell,2021-10-18,31.1,-97.3,2021,10,18,120,Fall,77.0
Temple,TX,bell,2021-10-18,31.1,-97.4,2021,10,18,8,Fall,77.0
Mabel,MN,fillmore,2021-10-18,43.5,-91.9,2021,10,18,1,Fall,
Byhalia,MS,marshall,2021-10-18,35.0,-89.6,2021,10,18,1,Fall,
Sebastopol,CA,sonoma,2021-10-18,38.3,-122.8,2021,10,18,2,Fall,32.0
Bentonville,AR,benton,2021-10-18,36.3,-94.2,2021,10,18,2,Fall,
Hackensack,NJ,bergen,2021-10-18,40.9,-74.0,2021,10,18,2,Fall,23.0
The Colony,TX,denton,2021-10-18,33.1,-96.9,2021,10,18,14,Fall,50.0
Mc Comb,OH,hancock,2021-10-18,41.1,-83.8,2021,10,18,2,Fall,
Mason,TX,mason,2021-10-18,30.9,-99.4,2021,10,18,106,Fall,
Manor,TX,travis,2021-10-18,30.3,-97.6,2021,10,18,2400,Fall,51.0
Mansfield,TX,tarrant,2021-10-18,32.6,-97.1,2021,10,18,25,Fall,55.0
Dallas,TX,dallas,2021-10-18,32.8,-96.8,2021,10,18,161,Fall,53.0
Ocean City,MD,worcester,2021-10-18,38.2,-75.2,2021,10,18,6,Fall,
Leander,TX,travis,2021-10-18,30.4,-98.0,2021,10,18,20,Fall,51.0
Thomson,GA,mcduffie,2021-10-18,33.5,-82.5,2021,10,18,18,Fall,
Natalia,TX,medina,2021-10-18,29.2,-98.8,2021,10,18,10,Fall,
Seguin,TX,guadalupe,2021-10-18,29.5,-98.0,2021,10,18,6,Fall,
Red Oak,TX,ellis,2021-10-18,32.5,-96.8,2021,10,18,4,Fall,44.0
Texarkana,AR,miller,2021-10-18,33.4,-94.0,2021,10,18,15,Fall,
Cincinnati,OH,hamilton,2021-10-18,39.1,-84.3,2021,10,18,555,Fall,53.0
Plano,TX,collin,2021-10-18,33.1,-96.7,2021,10,18,6,Fall,45.0
Carbondale,IL,jackson,2021-10-18,37.7,-89.2,2021,10,18,9,Fall,
Media,PA,delaware,2021-10-18,39.9,-75.4,2021,10,18,20,Fall,39.0
Mount Pleasant,MI,isabella,2021-10-18,43.6,-84.7,2021,10,18,3,Fall,
Plano,TX,collin,2021-10-18,33.0,-96.7,2021,10,18,30,Fall,45.0
Milwaukee,WI,milwaukee,2021-10-18,43.0,-88.1,2021,10,18,29,Fall,48.0
Winston Salem,NC,forsyth,2021-10-18,36.1,-80.3,2021,10,18,110,Fall,40.0
Saint Johns,MI,clinton,2021-10-18,43.0,-84.6,2021,10,18,1,Fall,35.0
Tulsa,OK,tulsa,2021-10-18,36.1,-96.0,2021,10,18,8,Fall,44.0
Mount Cory,OH,hancock,2021-10-18,41.0,-83.9,2021,10,18,2,Fall,
Plano,TX,collin,2021-10-18,33.0,-96.8,2021,10,18,27,Fall,45.0
Peachtree City,GA,fayette,2021-10-18,33.4,-84.6,2021,10,18,4,Fall,
