Town,State/Province,County,Count,Latitude,Longitude,FIPS,Count_Normalized
coral springs,FL,broward,48,26.3,-80.3,12011.0,0.0005662718827937686
corinth,MS,alcorn,6,34.9,-88.5,28003.0,6.024168965891155e-05
cornelius,NC,mecklenburg,10,35.5,-80.9,37119.0,0.0001084350413860408
cornville,AZ,yavapai,21,34.8,-111.9,4025.0,0.0002409667586356462
corona,CA,riverside,4,34.0,-117.6,6065.0,3.614501379534693e-05
corona,NM,lincoln,6,34.1,-105.7,35027.0,6.024168965891155e-05
coronado,CA,san diego,8,32.6,-117.1,6073.0,8.433836552247617e-05
corpus christi,TX,nueces,520,27.7,-97.4,48355.0,0.006253087386595019
corry,PA,erie,2,41.9,-79.6,42049.0,1.2048337931782311e-05
corsicana,TX,navarro,4,32.0,-96.2,48349.0,3.614501379534693e-05
corte madera,CA,marin,1,37.9,-122.5,6041.0,0.0
cortez,CO,montezuma,3,37.4,-108.7,8083.0,2.4096675863564622e-05
cortland,IL,dekalb,3,41.9,-88.7,17037.0,2.4096675863564622e-05
corvallis,OR,benton,3,44.6,-123.2,41003.0,2.4096675863564622e-05
corydon,IN,harrison,34,38.2,-86.0,18061.0,0.00039759515174881625
cos cob,CT,fairfield,1,41.0,-73.6,9001.0,0.0
costa mesa,CA,orange,1,33.7,-117.9,6059.0,0.0
costilla,NM,taos,1,37.0,-105.5,35055.0,0.0
cottage grove,WI,dane,2,43.1,-89.2,55025.0,1.2048337931782311e-05
cottontown,TN,sumner,4,36.5,-86.5,47165.0,3.614501379534693e-05
cotuit,MA,barnstable,1,41.6,-70.4,25001.0,0.0
council bluffs,IA,pottawattamie,56,41.2,-95.8,19155.0,0.0006626585862480271
courtland,AL,lawrence,6,34.7,-87.3,1079.0,6.024168965891155e-05
coushatta,LA,red river,8,32.0,-93.3,,8.433836552247617e-05
coventry,CT,tolland,8,41.8,-72.3,9013.0,8.433836552247617e-05
coventry,RI,kent,6,41.7,-71.6,44003.0,6.024168965891155e-05
coventry,VT,orleans,1,44.8,-72.2,50019.0,0.0
covina,CA,los angeles,14,34.1,-117.9,6037.0,0.00015662839311317005
covington,KY,kenton,26,39.1,-84.5,21117.0,0.00030120844829455775
covington,LA,st. tammany,55,30.5,-90.1,,0.0006506102483162448
coweta,OK,wagoner,6,36.0,-95.6,40145.0,6.024168965891155e-05
crawfordsville,IN,montgomery,4,40.0,-87.1,18107.0,3.614501379534693e-05
crawfordville,FL,wakulla,111,30.1,-84.2,12129.0,0.0013253171724960542
creal springs,IL,williamson,8,37.6,-88.8,17199.0,8.433836552247617e-05
creole,LA,cameron,15,29.8,-93.1,,0.00016867673104495234
cresson,TX,hood,20,32.6,-97.6,48221.0,0.0002289184207038639
crest hill,IL,will,4,41.6,-88.1,17197.0,3.614501379534693e-05
creston,NC,ashe,5,36.5,-81.7,37009.0,4.8193351727129245e-05
crestview,FL,okaloosa,5,30.8,-86.5,12091.0,4.8193351727129245e-05
crestwood,KY,oldham,20,38.3,-85.5,21185.0,0.0002289184207038639
crete,IL,will,1,41.4,-87.6,17197.0,0.0
crittenden,KY,grant,9,38.8,-84.6,21081.0,9.638670345425849e-05
crivitz,WI,marinette,9,45.2,-88.0,55075.0,9.638670345425849e-05
crockett,TX,houston,24,31.3,-95.4,48225.0,0.00027711177243099316
crofton,KY,christian,1,37.1,-87.4,21047.0,0.0
crofton,MD,anne arundel,21,39.0,-76.7,24003.0,0.0002409667586356462
crofton,NE,knox,1,42.8,-97.5,31107.0,0.0
crosby,TX,harris,1,29.9,-95.1,48201.0,0.0
cross plains,WI,dane,1,43.2,-89.6,55025.0,0.0
cross river,NY,westchester,8,41.3,-73.6,36119.0,8.433836552247617e-05
crosslake,MN,crow wing,12,46.7,-94.1,27035.0,0.0001325317172496054
crossville,TN,cumberland,126,36.0,-84.9,47035.0,0.0015060422414727888
crowley,LA,acadia,3,30.2,-92.4,,2.4096675863564622e-05
crowley,TX,tarrant,3,32.6,-97.4,48439.0,2.4096675863564622e-05
crown point,IN,lake,3,41.5,-87.3,18089.0,2.4096675863564622e-05
crozet,VA,albemarle,66,38.2,-78.7,51003.0,0.0007831419655658502
crystal city,MO,jefferson,1,38.2,-90.4,29099.0,0.0
crystal lake,IL,mchenry,147,42.2,-88.3,17111.0,0.0017590573380402174
crystal river,FL,citrus,7,28.9,-82.6,12017.0,7.229002759069386e-05
cuba,NY,allegany,1,42.2,-78.3,36003.0,0.0
cubero,NM,cibola,6,35.0,-107.8,35006.0,6.024168965891155e-05
cullowhee,NC,jackson,10,35.3,-83.2,37099.0,0.0001084350413860408
cumberland,MD,allegany,12,39.7,-78.8,24001.0,0.0001325317172496054
cumberland,WI,barron,2,45.5,-92.0,55005.0,1.2048337931782311e-05
cumberland foreside,ME,cumberland,33,43.7,-70.2,23005.0,0.00038554681381703396
cumming,GA,forsyth,140,34.2,-84.2,13117.0,0.0016747189725177412
cummington,MA,hampshire,60,42.5,-72.9,25015.0,0.0007108519379751563
cunningham,KS,kingman,20,37.6,-98.3,20095.0,0.0002289184207038639
cupertino,CA,santa clara,3,37.3,-122.1,6085.0,2.4096675863564622e-05
cutchogue,NY,suffolk,4,41.0,-72.5,36103.0,3.614501379534693e-05
cutler,ME,washington,8,44.7,-67.2,23029.0,8.433836552247617e-05
cuyahoga falls,OH,summit,16,41.2,-81.5,39153.0,0.00018072506897673466
cynthiana,KY,harrison,731,38.4,-84.3,21097.0,0.008795286690201087
cypress,CA,orange,1,33.8,-118.1,6059.0,0.0
cypress,TX,harris,31,30.0,-95.7,48201.0,0.0003614501379534693
dade city,FL,pasco,6,28.4,-82.2,12101.0,6.024168965891155e-05
dahlonega,GA,lumpkin,20,34.6,-84.0,13187.0,0.0002289184207038639
dallas,GA,paulding,11,34.0,-84.7,13223.0,0.0001204833793178231
dallas,TX,collin,1084,32.7,-96.8,48085.0,0.013048349980120243
dallas,TX,dallas,12466,32.7,-96.8,48113.0,0.1501825323196665
dalton,GA,whitfield,1,34.8,-85.0,13313.0,0.0
dalton,MA,berkshire,2,42.5,-73.1,25003.0,1.2048337931782311e-05
dalton,PA,lackawanna,115,41.5,-75.7,42069.0,0.0013735105242231834
damariscotta,ME,lincoln,2,44.0,-69.5,23015.0,1.2048337931782311e-05
damascus,MD,montgomery,3,39.3,-77.2,24031.0,2.4096675863564622e-05
damon,TX,brazoria,1,29.3,-95.7,48039.0,0.0
dane,WI,dane,2,43.2,-89.6,55025.0,1.2048337931782311e-05
dania,FL,broward,2,26.0,-80.1,12011.0,1.2048337931782311e-05
danielson,CT,windham,60,41.8,-71.9,9015.0,0.0007108519379751563
danielsville,GA,madison,1,34.1,-83.3,13195.0,0.0
dansville,NY,livingston,1,42.6,-77.8,36051.0,0.0
danville,CA,contra costa,2,37.8,-121.9,6013.0,1.2048337931782311e-05
danville,IL,vermilion,48,40.2,-87.6,17183.0,0.0005662718827937686
danville,IN,hendricks,1,39.8,-86.5,18063.0,0.0
danville,KY,boyle,1,37.7,-84.8,21021.0,0.0
danville,VT,caledonia,18,44.4,-72.1,50005.0,0.00020482174484029927
daphne,AL,baldwin,5,30.6,-87.9,1003.0,4.8193351727129245e-05
dardanelle,AR,yell,22,35.2,-93.2,5149.0,0.0002530150965674285
darien,GA,mcintosh,20,31.4,-81.4,13191.0,0.0002289184207038639
dauphin,PA,dauphin,5,40.4,-76.9,42043.0,4.8193351727129245e-05
dauphin island,AL,mobile,32,30.2,-88.1,1097.0,0.0003734984758852516
davenport,IA,scott,10,41.6,-90.5,19163.0,0.0001084350413860408
davidson,NC,mecklenburg,4,35.5,-80.8,37119.0,3.614501379534693e-05
davidsonville,MD,anne arundel,1,38.9,-76.6,24003.0,0.0
davis,CA,yolo,2,38.5,-121.7,6113.0,1.2048337931782311e-05
davis,WV,tucker,100,39.1,-79.4,54093.0,0.0011927854552464489
dawson,MN,lac qui parle,1,44.9,-96.1,27073.0,0.0
dayton,KY,campbell,3,39.1,-84.5,21037.0,2.4096675863564622e-05
dayton,OH,greene,806,39.7,-84.1,39057.0,0.00969891203508476
dayton,OH,montgomery,1922,39.7,-84.1,39113.0,0.02314485716695382
daytona beach,FL,volusia,36,29.2,-81.0,12127.0,0.0004216918276123809
de kalb,TX,bowie,24,33.5,-94.6,48037.0,0.00027711177243099316
de pere,WI,brown,10,44.4,-88.2,55009.0,0.0001084350413860408
dearborn,MI,wayne,17,42.3,-83.2,26163.0,0.00019277340690851698
dearborn heights,MI,wayne,6,42.3,-83.3,26163.0,6.024168965891155e-05
decatur,AL,morgan,8,34.6,-87.0,1103.0,8.433836552247617e-05
decatur,GA,dekalb,186,33.8,-84.3,13089.0,0.0022289425173797274
declo,ID,cassia,3,42.6,-113.6,16031.0,2.4096675863564622e-05
decorah,IA,winneshiek,9,43.3,-91.8,19191.0,9.638670345425849e-05
dedham,MA,norfolk,1,42.3,-71.2,25021.0,0.0
deep river,CT,middlesex,35,41.4,-72.4,9007.0,0.00040964348968059854
deepwater,MO,henry,1,38.2,-93.8,29083.0,0.0
deer isle,ME,hancock,6,44.2,-68.7,23009.0,6.024168965891155e-05
deer park,TX,harris,1,29.7,-95.1,48201.0,0.0
deerfield,IL,lake,9,42.2,-87.8,17097.0,9.638670345425849e-05
deerfield,OH,portage,8,41.0,-81.0,39133.0,8.433836552247617e-05
deerfield,WI,dane,7,43.1,-89.1,55025.0,7.229002759069386e-05
deerfield beach,FL,broward,8,26.3,-80.2,12011.0,8.433836552247617e-05
dekalb,IL,dekalb,19,41.9,-88.8,17037.0,0.0002168700827720816
del mar,CA,san diego,2,33.0,-117.3,6073.0,1.2048337931782311e-05
del norte,CO,rio grande,6,37.3,-106.6,8105.0,6.024168965891155e-05
del rio,TX,val verde,6,29.4,-101.0,48465.0,6.024168965891155e-05
delafield,WI,waukesha,5,43.1,-88.4,55133.0,4.8193351727129245e-05
deland,FL,volusia,20,29.0,-81.3,12127.0,0.0002289184207038639
delano,TN,polk,1,35.3,-84.6,47139.0,0.0
delavan,WI,walworth,4,42.6,-88.7,55127.0,3.614501379534693e-05
delaware,OH,delaware,1,40.3,-83.1,39041.0,0.0
delevan,NY,cattaraugus,1,42.5,-78.5,36009.0,0.0
delmar,NY,albany,51,42.6,-73.8,36001.0,0.0006024168965891155
delphos,OH,allen,1,40.8,-84.3,39003.0,0.0
delray beach,FL,palm beach,68,26.5,-80.1,12099.0,0.0008072386414294148
delton,MI,barry,1,42.5,-85.4,26015.0,0.0
deltona,FL,volusia,12,28.9,-81.2,12127.0,0.0001325317172496054
deming,NM,luna,3,32.3,-107.8,35029.0,2.4096675863564622e-05
denison,TX,grayson,2,33.7,-96.5,48181.0,1.2048337931782311e-05
dennis,MA,barnstable,2,41.7,-70.2,25001.0,1.2048337931782311e-05
denton,TX,denton,138,33.2,-97.1,48121.0,0.0016506222966541765
denver,CO,adams,120,39.8,-104.8,8001.0,0.001433752213882095
denver,CO,arapahoe,30,39.8,-104.8,8005.0,0.000349401800021687
denver,CO,denver,405,39.8,-104.8,8031.0,0.004867528524440053
denver,CO,jefferson,75,39.8,-104.8,8059.0,0.0008915770069518909
deport,TX,lamar,2,33.5,-95.3,48277.0,1.2048337931782311e-05
derry,PA,westmoreland,1,40.3,-79.3,42129.0,0.0
derwood,MD,montgomery,56,39.1,-77.1,24031.0,0.0006626585862480271
des moines,IA,polk,168,41.5,-93.6,19153.0,0.002012072434607646
des plaines,IL,cook,30,42.0,-87.9,17031.0,0.000349401800021687
desdemona,TX,eastland,20,32.3,-98.6,48133.0,0.0002289184207038639
desert center,CA,riverside,12,34.1,-116.2,6065.0,0.0001325317172496054
desert hot springs,CA,riverside,20,33.9,-116.5,6065.0,0.0002289184207038639
desoto,TX,dallas,1,32.6,-96.9,48113.0,0.0
destin,FL,okaloosa,4,30.4,-86.4,12091.0,3.614501379534693e-05
destrehan,LA,st. charles,4,30.0,-90.4,,3.614501379534693e-05
detroit,ME,somerset,3,44.8,-69.4,23025.0,2.4096675863564622e-05
detroit,MI,wayne,352,42.4,-82.9,26163.0,0.004228966614055591
dewey,AZ,yavapai,3,34.6,-112.2,4025.0,2.4096675863564622e-05
dewey,OK,washington,1,36.8,-95.8,40147.0,0.0
diamond,MO,newton,1,37.0,-94.4,29145.0,0.0
diana,TX,upshur,6,32.8,-94.7,48459.0,6.024168965891155e-05
dickinson,ND,stark,3,46.9,-102.8,38089.0,2.4096675863564622e-05
dickinson,TX,galveston,34,29.5,-95.1,48167.0,0.00039759515174881625
dickson,TN,dickson,1,36.0,-87.4,47043.0,0.0
dingmans ferry,PA,pike,15,41.2,-74.9,42103.0,0.00016867673104495234
discovery bay,CA,contra costa,4,37.9,-121.6,6013.0,3.614501379534693e-05
dix,IL,jefferson,46,38.4,-88.9,17081.0,0.000542175206930204
dobbin,TX,montgomery,28,30.4,-95.8,48339.0,0.0003253051241581224
dodge center,MN,dodge,18,44.0,-92.9,27039.0,0.00020482174484029927
dodge city,KS,ford,8,37.8,-100.0,20057.0,8.433836552247617e-05
dolgeville,NY,herkimer,6,43.1,-74.8,36043.0,6.024168965891155e-05
doniphan,MO,ripley,4,36.7,-91.1,29181.0,3.614501379534693e-05
donnellson,IA,lee,12,40.7,-91.6,19111.0,0.0001325317172496054
dothan,AL,houston,7,31.2,-85.5,1069.0,7.229002759069386e-05
douglas,GA,coffee,1,31.5,-82.8,13069.0,0.0
douglas,MA,worcester,14,42.0,-71.7,25027.0,0.00015662839311317005
douglas,WY,converse,3,43.4,-105.8,56009.0,2.4096675863564622e-05
douglassville,TX,cass,4,33.2,-94.4,48067.0,3.614501379534693e-05
douglasville,GA,douglas,2,33.7,-84.7,13097.0,1.2048337931782311e-05
dousman,WI,waukesha,1,43.0,-88.5,55133.0,0.0
dover,DE,kent,2,39.2,-75.5,10001.0,1.2048337931782311e-05
dover,FL,hillsborough,1,28.0,-82.2,12057.0,0.0
dover,NH,strafford,6,43.2,-70.9,33017.0,6.024168965891155e-05
dover plains,NY,dutchess,2,41.7,-73.6,36027.0,1.2048337931782311e-05
downers grove,IL,dupage,39,41.8,-88.0,17043.0,0.0004578368414077278
downingtown,PA,chester,2,40.1,-75.7,42029.0,1.2048337931782311e-05
doylestown,PA,bucks,4,40.3,-75.1,42017.0,3.614501379534693e-05
driftwood,TX,hays,46,30.1,-98.0,48209.0,0.000542175206930204
dripping springs,TX,hays,60,30.2,-98.2,48209.0,0.0007108519379751563
du bois,PA,clearfield,14,41.1,-78.7,42033.0,0.00015662839311317005
dublin,CA,alameda,2,37.7,-122.0,6001.0,1.2048337931782311e-05
dublin,TX,erath,140,32.1,-98.4,48143.0,0.0016747189725177412
duluth,GA,fulton,3,34.0,-84.2,13121.0,2.4096675863564622e-05
duluth,GA,gwinnett,3,34.0,-84.2,13135.0,2.4096675863564622e-05
duluth,MN,st. louis,35,46.8,-92.1,27137.0,0.00040964348968059854
dumont,IA,butler,100,42.8,-93.0,19023.0,0.0011927854552464489
dumont,NJ,bergen,1,40.9,-74.0,34003.0,0.0
duncanville,TX,dallas,10,32.7,-96.9,48113.0,0.0001084350413860408
dundalk,MD,baltimore,93,39.3,-76.5,24005.0,0.0011084470897239726
dundee,IL,kane,8,42.1,-88.3,17089.0,8.433836552247617e-05
dundee,NY,yates,1,42.5,-77.0,36123.0,0.0
dunedin,FL,pinellas,24,28.0,-82.8,12103.0,0.00027711177243099316
dunlap,IL,peoria,208,40.9,-89.6,17143.0,0.002494005951878938
dunnellon,FL,citrus,27,29.0,-82.6,12017.0,0.0003132567862263401
dunnellon,FL,marion,9,29.0,-82.6,12083.0,9.638670345425849e-05
durant,OK,bryan,8,34.0,-96.4,40013.0,8.433836552247617e-05
durham,CT,middlesex,3,41.5,-72.7,9007.0,2.4096675863564622e-05
durham,NC,durham,220,35.9,-78.8,37063.0,0.002638586007060326
durham,NH,strafford,2,43.1,-70.9,33017.0,1.2048337931782311e-05
duson,LA,lafayette,2,30.2,-92.1,,1.2048337931782311e-05
duxbury,MA,plymouth,1,42.0,-70.7,25023.0,0.0
dyer,IN,lake,1,41.5,-87.5,18089.0,0.0
eagar,AZ,apache,1,33.9,-109.4,4001.0,0.0
eagle bridge,NY,rensselaer,2,42.9,-73.3,36083.0,1.2048337931782311e-05
eagle mountain,UT,utah,3,40.4,-112.0,49049.0,2.4096675863564622e-05
eagle nest,NM,colfax,3,36.5,-105.3,35007.0,2.4096675863564622e-05
earth city,MO,st. louis,8,38.8,-90.5,29189.0,8.433836552247617e-05
easley,SC,pickens,6,34.9,-82.5,45077.0,6.024168965891155e-05
east aurora,NY,erie,1,42.8,-78.6,36029.0,0.0
east boothbay,ME,lincoln,21,43.9,-69.6,23015.0,0.0002409667586356462
east falmouth,MA,barnstable,228,41.6,-70.6,25001.0,0.0027349727105145847
east greenbush,NY,rensselaer,4,42.6,-73.7,36083.0,3.614501379534693e-05
east greenville,PA,montgomery,2,40.4,-75.5,42091.0,1.2048337931782311e-05
east hampstead,NH,rockingham,18,42.9,-71.1,33015.0,0.00020482174484029927
east haven,CT,new haven,14,41.3,-72.9,9009.0,0.00015662839311317005
east jordan,MI,charlevoix,18,45.2,-85.1,26029.0,0.00020482174484029927
east lansing,MI,ingham,1,42.8,-84.5,26065.0,0.0
east longmeadow,MA,hampden,12,42.1,-72.5,25013.0,0.0001325317172496054
east lyme,CT,new london,2,41.4,-72.2,9011.0,1.2048337931782311e-05
east marion,NY,suffolk,6,41.1,-72.3,36103.0,6.024168965891155e-05
east palatka,FL,putnam,1,29.7,-81.6,12107.0,0.0
east peoria,IL,tazewell,7,40.7,-89.5,17179.0,7.229002759069386e-05
east prairie,MO,mississippi,5,36.8,-89.4,29133.0,4.8193351727129245e-05
east rochester,OH,columbiana,3,40.7,-81.0,39029.0,2.4096675863564622e-05
east rockaway,NY,nassau,36,40.6,-73.7,36059.0,0.0004216918276123809
east sparta,OH,stark,2,40.7,-81.4,39151.0,1.2048337931782311e-05
east stroudsburg,PA,monroe,5,41.0,-75.2,42089.0,4.8193351727129245e-05
east tawas,MI,iosco,51,44.2,-83.5,26069.0,0.0006024168965891155
east wakefield,NH,carroll,3,43.6,-71.0,33003.0,2.4096675863564622e-05
east windsor,CT,hartford,3,41.9,-72.6,9003.0,2.4096675863564622e-05
eastanollee,GA,stephens,1,34.5,-83.3,13257.0,0.0
eastham,MA,barnstable,5,41.9,-70.0,25001.0,4.8193351727129245e-05
easthampton,MA,hampshire,25,42.3,-72.7,25015.0,0.00028916011036277545
eastlake,OH,lake,125,41.6,-81.5,39085.0,0.0014939939035410064
eastman,WI,crawford,2,43.2,-91.1,55023.0,1.2048337931782311e-05
easton,MD,talbot,14,38.8,-76.1,24041.0,0.00015662839311317005
easton,PA,northampton,15,40.7,-75.2,42095.0,0.00016867673104495234
eastpoint,FL,franklin,20,29.6,-84.9,12037.0,0.0002289184207038639
eastpointe,MI,macomb,6,42.5,-83.0,26099.0,6.024168965891155e-05
eaton rapids,MI,eaton,55,42.5,-84.7,26045.0,0.0006506102483162448
eatonton,GA,putnam,8,33.4,-83.2,13237.0,8.433836552247617e-05
eau claire,PA,butler,14,41.1,-79.8,42019.0,0.00015662839311317005
eau claire,WI,eau claire,45,44.8,-91.5,55035.0,0.0005301268689984216
ebro,FL,washington,2,30.4,-85.9,12133.0,1.2048337931782311e-05
edelstein,IL,peoria,564,40.9,-89.6,17143.0,0.006783214255593441
edgewater,FL,volusia,4,29.0,-80.9,12127.0,3.614501379534693e-05
edgewater,MD,anne arundel,4,38.9,-76.5,24003.0,3.614501379534693e-05
edgewood,NM,santa fe,5,35.0,-106.2,35049.0,4.8193351727129245e-05
edinburg,TX,hidalgo,378,26.3,-98.2,48215.0,0.0045422234002819315
edison,NJ,middlesex,10,40.5,-74.4,34023.0,0.0001084350413860408
edisto island,SC,colleton,42,32.5,-80.3,45029.0,0.0004939818552030747
edmond,OK,oklahoma,330,35.7,-97.5,40109.0,0.003963903179556381
edwardsville,IL,madison,632,38.8,-90.0,17119.0,0.0076025012349546384
effingham,SC,florence,1,34.1,-79.8,45041.0,0.0
egg harbor,WI,door,50,45.0,-87.3,55029.0,0.0005903685586573333
egg harbor city,NJ,atlantic,30,39.5,-74.6,34001.0,0.000349401800021687
eglin afb,FL,okaloosa,6,30.6,-86.9,12091.0,6.024168965891155e-05
el cajon,CA,san diego,33,32.9,-116.8,6073.0,0.00038554681381703396
el campo,TX,wharton,8,29.2,-96.3,48481.0,8.433836552247617e-05
el cerrito,CA,contra costa,1,37.9,-122.3,6013.0,0.0
el paso,TX,el paso,13,31.8,-106.2,48141.0,0.00014458005518138773
el reno,OK,canadian,13,35.5,-98.0,40017.0,0.00014458005518138773
el segundo,CA,los angeles,53,33.9,-118.4,6037.0,0.0006265135724526802
eldorado springs,CO,boulder,4,40.0,-105.3,8013.0,3.614501379534693e-05
elephant butte,NM,sierra,4,33.2,-107.2,35051.0,3.614501379534693e-05
elgin,AZ,santa cruz,474,31.6,-110.5,4023.0,0.005698863841733033
elgin,IL,kane,16,42.0,-88.3,17089.0,0.00018072506897673466
elgin,TX,bastrop,42,30.2,-97.4,48021.0,0.0004939818552030747
elizabeth,CO,elbert,4,39.3,-104.6,8039.0,3.614501379534693e-05
elizabeth,IL,jo daviess,4,42.3,-90.3,17085.0,3.614501379534693e-05
elizabethton,TN,carter,1,36.4,-82.2,47019.0,0.0
elk city,OK,beckham,5,35.4,-99.5,40009.0,4.8193351727129245e-05
elk falls,KS,elk,1,37.4,-96.2,20049.0,0.0
elk grove,CA,sacramento,1,38.4,-121.4,6067.0,0.0
elk river,MN,sherburne,15,45.4,-93.5,27141.0,0.00016867673104495234
elkins,WV,randolph,4,38.9,-79.8,54083.0,3.614501379534693e-05
elkmont,AL,limestone,1,34.9,-87.1,1083.0,0.0
elkton,FL,st. johns,20,29.8,-81.4,12109.0,0.0002289184207038639
ellabell,GA,bryan,2,32.1,-81.5,13029.0,1.2048337931782311e-05
ellenboro,NC,rutherford,3,35.3,-81.8,37161.0,2.4096675863564622e-05
ellerbe,NC,richmond,4,35.1,-79.7,37153.0,3.614501379534693e-05
ellicott city,MD,howard,5,39.3,-76.9,24027.0,4.8193351727129245e-05
ellsworth afb,SD,meade,1,44.2,-103.1,46093.0,0.0
elmhurst,IL,dupage,5,41.9,-87.9,17043.0,4.8193351727129245e-05
elmwood,IL,peoria,3,40.8,-90.0,17143.0,2.4096675863564622e-05
elyria,OH,lorain,96,41.3,-82.1,39093.0,0.0011445921035193195
embudo,NM,rio arriba,20,36.1,-106.0,35039.0,0.0002289184207038639
emerald isle,NC,carteret,2,34.6,-77.1,37031.0,1.2048337931782311e-05
emerson,NJ,bergen,1,41.0,-74.0,34003.0,0.0
empire,MI,leelanau,5,44.9,-86.1,26089.0,4.8193351727129245e-05
encinitas,CA,san diego,9,33.0,-117.3,6073.0,9.638670345425849e-05
encino,NM,torrance,2,34.6,-105.5,35057.0,1.2048337931782311e-05
endicott,NY,broome,70,42.1,-76.1,36007.0,0.0008313353172929794
englewood,CO,arapahoe,9,39.6,-104.9,8005.0,9.638670345425849e-05
englewood,FL,charlotte,51,26.9,-82.3,12015.0,0.0006024168965891155
englewood,FL,sarasota,51,26.9,-82.3,12115.0,0.0006024168965891155
englewood,NJ,bergen,2,40.9,-74.0,34003.0,1.2048337931782311e-05
englewood,OH,montgomery,2,39.9,-84.3,39113.0,1.2048337931782311e-05
enid,OK,garfield,118,36.4,-97.9,40047.0,0.0014096555380185304
ennis,TX,ellis,19,32.3,-96.6,48139.0,0.0002168700827720816
enola,PA,cumberland,14,40.3,-76.9,42041.0,0.00015662839311317005
equality,IL,gallatin,20,37.7,-88.4,17059.0,0.0002289184207038639
erath,LA,vermilion,51,30.0,-92.0,,0.0006024168965891155
erie,MI,monroe,4,41.8,-83.5,26115.0,3.614501379534693e-05
erie,PA,erie,84,42.0,-80.1,42049.0,0.0010000120483379317
erieville,NY,madison,1,42.9,-75.7,36053.0,0.0
escondido,CA,san diego,48,33.1,-117.1,6073.0,0.0005662718827937686
essex,MD,baltimore,2,39.3,-76.4,24005.0,1.2048337931782311e-05
estacada,OR,clackamas,18,45.1,-121.9,41005.0,0.00020482174484029927
estancia,NM,torrance,20,34.7,-106.4,35057.0,0.0002289184207038639
estero,FL,lee,43,26.4,-81.8,12071.0,0.000506030193134857
estes park,CO,larimer,2,40.4,-105.5,8069.0,1.2048337931782311e-05
euclid,OH,cuyahoga,4,41.6,-81.5,39035.0,3.614501379534693e-05
euless,TX,tarrant,5,32.8,-97.1,48439.0,4.8193351727129245e-05
eureka springs,AR,carroll,273,36.4,-93.8,5015.0,0.0032771479174447883
evans,GA,columbia,1,33.5,-82.1,13073.0,0.0
evanston,IL,cook,27,42.1,-87.7,17031.0,0.0003132567862263401
evansville,IN,vanderburgh,300,37.9,-87.5,18163.0,0.003602453041602911
evergreen park,IL,cook,3,41.7,-87.7,17031.0,2.4096675863564622e-05
excello,MO,macon,32,39.6,-92.5,29121.0,0.0003734984758852516
excelsior,MN,hennepin,133,44.9,-93.7,27053.0,0.001590380606995265
excelsior springs,MO,clay,12,39.3,-94.2,29047.0,0.0001325317172496054
exeter,NH,rockingham,138,43.0,-70.9,33015.0,0.0016506222966541765
exeter,RI,washington,6,41.6,-71.5,44009.0,6.024168965891155e-05
fair play,SC,oconee,40,34.5,-83.0,45073.0,0.0004698851793395101
fairborn,OH,greene,10,39.8,-84.0,39057.0,0.0001084350413860408
fairfax,VA,fairfax,76,38.8,-77.3,51059.0,0.0009036253448836733
fairfax,VA,fairfax city,19,38.8,-77.3,51600.0,0.0002168700827720816
fairfax,VT,chittenden,14,44.7,-73.0,50007.0,0.00015662839311317005
fairfield,CT,fairfield,8,41.2,-73.2,9001.0,8.433836552247617e-05
fairfield,NE,clay,24,40.4,-98.1,31035.0,0.00027711177243099316
fairfield,PA,adams,168,39.8,-77.4,42001.0,0.002012072434607646
fairgrove,MI,tuscola,25,43.5,-83.5,26157.0,0.00028916011036277545
fairhaven,MA,bristol,6,41.6,-70.9,25005.0,6.024168965891155e-05
fairhope,AL,baldwin,312,30.5,-87.8,1003.0,0.0037470330967842988
fairless hills,PA,bucks,6,40.2,-74.8,42017.0,6.024168965891155e-05
fairmont,MN,martin,1,43.6,-94.5,27091.0,0.0
fairplay,CO,park,1,39.4,-106.1,8093.0,0.0
fairview,NC,buncombe,15,35.5,-82.4,37021.0,0.00016867673104495234
falconer,NY,chautauqua,1,42.1,-79.2,36013.0,0.0
fall river,MA,bristol,2,41.7,-71.1,25005.0,1.2048337931782311e-05
fallbrook,CA,san diego,6,33.4,-117.3,6073.0,6.024168965891155e-05
falls church,VA,fairfax,14,38.9,-77.2,51059.0,0.00015662839311317005
falls church,VA,falls church city,2,38.9,-77.2,51610.0,1.2048337931782311e-05
falmouth,ME,cumberland,18,43.7,-70.2,23005.0,0.00020482174484029927
far hills,NJ,somerset,4,40.7,-74.6,34035.0,3.614501379534693e-05
far rockaway,NY,queens,32,40.6,-73.8,36081.0,0.0003734984758852516
faribault,MN,rice,1,44.3,-93.3,27131.0,0.0
farmersville,TX,collin,37,33.1,-96.3,48085.0,0.0004337401655441632
farmington,MN,dakota,16,44.6,-93.1,27037.0,0.00018072506897673466
farmington,MO,st. francois,44,37.7,-90.4,29187.0,0.0005180785310666394
farmville,VA,prince edward,6,37.2,-78.5,51147.0,6.024168965891155e-05
fayette,MO,howard,4,39.2,-92.7,29089.0,3.614501379534693e-05
fayetteville,AR,washington,50,36.1,-94.2,5143.0,0.0005903685586573333
fayetteville,GA,fayette,10,33.4,-84.4,13113.0,0.0001084350413860408
fayetteville,NY,onondaga,2,43.0,-76.0,36067.0,1.2048337931782311e-05
fayetteville,TX,fayette,48,29.9,-96.7,48149.0,0.0005662718827937686
fenelton,PA,butler,1,40.9,-79.7,42019.0,0.0
